notion_id,recipe_name,step_number,body_text
27a03a80-9ca1-8059-8a77-c98cd47b502a,Hazelnut Macarons,5,"Now the macaronnage → add one-third of the sifted flour mixture to the meringue and fold with the spatula. Once incorporated, add the remaining flour mixture, smearing the batter along the sides of the bowl and then folding back to the center, being careful not to over mix. Repeat until the batter becomes shiny and reaches the consistency of slow-moving lava."
27a03a80-9ca1-8059-8a77-c98cd47b502a,Hazelnut Macarons,6,"Transfer batter to a pastry bag fitted with a 1/2” plain round tip. Using both hands to hold the pastry bag, pipe batter by placing the tip 1/2” above the parchment, directly in the center of the first stenciled circle, and fill. Once the circle is filled, stop squeezing and make a quick upward and sideways motion to detach the batter and move to the next circle. (The batter should settle into a smooth and glossy round circle.)"
27a03a80-9ca1-8059-8a77-c98cd47b502a,Hazelnut Macarons,7,"Let macarons stand at room temperature until a firm skin forms on the macarons, 30 to 45 minutes. To check to see if the macarons are ready, lightly touch the side, and if your finger does not make a dent, they are ready for the oven."
27a03a80-9ca1-8059-8a77-c98cd47b502a,Hazelnut Macarons,8,"Bake macarons one sheet at a time, rotating halfway through, until macarons are crisp and firm, 14 to 16 minutes. Carefully slide macaron topped parchment sheets onto a wire rack and allow macarons to cool completely before removing from paper."
27a03a80-9ca1-8059-8a77-c98cd47b502a,Hazelnut Macarons,9,For chocolate ganache:
27a03a80-9ca1-8059-8a77-c98cd47b502a,Hazelnut Macarons,10,For buttercream filling (my preference):
27a03a80-9ca1-8059-8a77-c98cd47b502a,Hazelnut Macarons,11,"Once filled, macrons should be refrigerated in an air tight container overnight to set (or just eat them but its better overnight!)"
27a03a80-9ca1-8059-8a77-c98cd47b502a,Hazelnut Macarons,12,Notes and Modifications:
27a03a80-9ca1-8059-8a77-c98cd47b502a,Hazelnut Macarons,13,https://www.instagram.com/reel/DT-PRV6gtK6/?igsh=MWJtZzhvbDh1YXZkMg==
27a03a80-9ca1-8059-8a77-c98cd47b502a,Hazelnut Macarons,14,https://www.instagram.com/reel/DUvqZ3nAH8h/?igsh=aHp4cDJ0dzd6NHB5
27a03a80-9ca1-8059-8a77-c98cd47b502a,Hazelnut Macarons,15,https://alchenny.substack.com/p/how-to-make-macarons-french-meringue?utm_source=publication-search
27a03a80-9ca1-8059-8a77-c98cd47b502a,Hazelnut Macarons,16,"French macarons are notoriously one of the hardest desserts to make, but there are only 5 ingredients! Here are some tips to make sure they turn out right every time!"
27a03a80-9ca1-8059-8a77-c98cd47b502a,Hazelnut Macarons,17,"1. Make sure your measurements are precise! If you pack your ingredients into measuring cups, your ratios may be off."
27a03a80-9ca1-8059-8a77-c98cd47b502a,Hazelnut Macarons,18,2. Ensure the meringue is whipped to stiff peaks. Over or under-mixing will negatively affect the texture.
27a03a80-9ca1-8059-8a77-c98cd47b502a,Hazelnut Macarons,19,"3. When folding the macaron batter, the texture should fall off the spatula like a ribbon. Over-mixing will result in flat cookies and under-mixing makes the top of the cookies burst."
27a03a80-9ca1-8059-8a77-c98cd47b502a,Hazelnut Macarons,20,4. Allow the cookies to dry on the sheet for 30 minutes before baking to ensure the feet form!
27a03a80-9ca1-8059-8a77-c98cd47b502a,Hazelnut Macarons,21,"2 cups of powdered sugar. 1 cup of almond flour. Sift - whisk together (set it aside). Separate 3 eggs and add just the 3 egg whites to the bowl mixture thing. Gradually add 1/4 cup of sugar and some food colouring. It should be that thick. Fold the dry ingredients to the wet ingredients. Fold it carefully till it looks like molten lava. Pipe the macarons on parchment paper. Bang tray on the table or bench to get out air bubbles. Bake at 300degrees for 15-20mins. The sign of a true macaron should have a ring around the edge called ""feet"". Fill the macarons with what ever you want. He made a dolce delece??(something) pastry cream."
27a03a80-9ca1-8059-8a77-c98cd47b502a,Hazelnut Macarons,22,https://www.instagram.com/reel/DUBCEQ4jqsi/?igsh=dGM1cG5qbWJsOXE4
28903a80-9ca1-805d-98a5-f5fdf6dd5d2b,Fish En Papillote,1,Preheat your oven to 400°F.
28903a80-9ca1-805d-98a5-f5fdf6dd5d2b,Fish En Papillote,2,"Fold a large sheet of parchment paper in half, then cut out a vaguely heart shape that can fit the fish inside of it."
28903a80-9ca1-805d-98a5-f5fdf6dd5d2b,Fish En Papillote,3,"Chop herbs and any aromatics you’d like to use, slice garlic and zest a lemon."
28903a80-9ca1-805d-98a5-f5fdf6dd5d2b,Fish En Papillote,4,Melt down some butter in a small pan before adding in the chili flakes and garlic till fragrant. Take off heat and toss in the herbs and lemon zest.
28903a80-9ca1-805d-98a5-f5fdf6dd5d2b,Fish En Papillote,5,Fold parchment papers in half and place a bed of half of any aromatics you want to use at the bottom of each paper.
28903a80-9ca1-805d-98a5-f5fdf6dd5d2b,Fish En Papillote,6,Pat fish pieces completely dry and place onto the bed of aromatics. Generously salt and pepper the fish before pouring on the melted butter and generously drizzle with fresh lemon juice all over.
28903a80-9ca1-805d-98a5-f5fdf6dd5d2b,Fish En Papillote,7,"Fold over and fully enclose the fish fillet into the sealed packet, as securely as possible."
28903a80-9ca1-805d-98a5-f5fdf6dd5d2b,Fish En Papillote,8,Place the parchment packets on a baking sheet and bake for 10 minutes.
28903a80-9ca1-805d-98a5-f5fdf6dd5d2b,Fish En Papillote,9,"After 10 minutes, turn off the oven and let the salmon sit inside for an additional 5–10 minutes."
28903a80-9ca1-805d-98a5-f5fdf6dd5d2b,Fish En Papillote,10,"Carefully remove the packet from the oven, open them, and serve the salmon hot with rice and/or vegetables."
28d03a80-9ca1-80c6-8b65-e8d115af5fdc,Arayes,1,"Combine all ingredients for the meat filling, mix well."
28d03a80-9ca1-80c6-8b65-e8d115af5fdc,Arayes,2,Cut pita bread in half and gently open up to make pita pockets.
28d03a80-9ca1-80c6-8b65-e8d115af5fdc,Arayes,3,"Divide meat into fourths (approx 50g portions) and place into the pita bread pockets, pressing to spread till the edges, ensuring they’re spread evenly."
28d03a80-9ca1-80c6-8b65-e8d115af5fdc,Arayes,4,Lightly spray pan with olive oil and cook pita breads for two minutes on each side till golden and crispy!
28d03a80-9ca1-80c6-8b65-e8d115af5fdc,Arayes,5,Serve with a greek yogurt or toum dip!
28e03a80-9ca1-802b-9f84-f6a9fca8144f,Nutella,1,Roast hazelnuts in oven at 350* for 10 - 12 minutes till toasty.
28e03a80-9ca1-802b-9f84-f6a9fca8144f,Nutella,2,Toss into a kitchen towel while still warm and rub together till the skin mostly rubs off
28e03a80-9ca1-802b-9f84-f6a9fca8144f,Nutella,3,Toss hazelnuts into a food processor (about 10 minutes) and blend till it turns into a shiny butter. (scrape down as you go)
28e03a80-9ca1-802b-9f84-f6a9fca8144f,Nutella,4,"Pour in rest of the ingredients (milk chocolate, sugar, cacao, salt, oil, vanilla extract)"
28e03a80-9ca1-8074-87aa-c1f0e9318fe8,Crepes,1,"In a blender (or mixing bowl), pour in all the ingredients and mix till well combined."
28e03a80-9ca1-8074-87aa-c1f0e9318fe8,Crepes,2,Rest the batter in the fridge overnight if possible.
28e03a80-9ca1-8074-87aa-c1f0e9318fe8,Crepes,3,Heat a flat skillet and brush with butter.
28e03a80-9ca1-8074-87aa-c1f0e9318fe8,Crepes,4,Pour in the batter.
28e03a80-9ca1-8074-87aa-c1f0e9318fe8,Crepes,5,Let sit for 30 - 45 seconds before flipping.
28e03a80-9ca1-8074-87aa-c1f0e9318fe8,Crepes,6,"Once flipped, just let sit for 10 - 15 seconds or till very lightly browned."
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,1,Homemade Ladyfingers
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,2,Preheat oven to 350℉
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,3,Create a double boiler by adding a few inches of water to a medium saucepan that is wide enough to hold your stand mixer bowl without the base of the bowl going low enough to touch the water. Bring the water to a simmer.
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,4,"While the water comes to a simmer, whisk together the eggs and sugar in the bowl of a stand mixer until just combined."
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,5,"Place the stand mixer bowl over the simmering water, add a candy thermometer to the side of the bowl so it sits in the egg mixture and whisk constantly until the mixture reaches 160℉ (71℃), about 5 minutes."
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,6,Fit your stand mixer with the whisk attachment. Add the stand mixer bowl with the heated egg mixture in it and whip on high speed for 7-10 minutes or until the eggs have increased by 2.5 times their original volume and very soft peaks have formed; the mixture will overall have the texture of soft serve ice cream.
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,7,Whisk in the vanilla extract and then remove from the stand mixer.
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,8,Fold in the flour until it just combined; do not overmix or you will deflate the eggs.
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,9,Transfer the mixture to a piping bag fitted with a round tip.
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,10,Line two baking sheets with parchment paper and pipe the ladyfingers so that they are about 3” (7.5cm) long and 1” (2.5cm) wide. Make sure there is at least 1” (2.5cm) of space between each ladyfinger and continue piping until all the batter is used; you should have about 30 ladyfingers in the end.
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,11,"It is very important to bake these one tray at a time. Right before baking, generously dust the tops of the ladyfingers with powdered sugar. Place in the oven and bake for 8-12 minutes or until lightly golden and crisp."
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,12,Remove the ladyfingers to a cooling rack to cool completely and repeat baking the remaining ladyfingers.
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,13,Espresso Soak:
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,14,Whisk together all the ingredients in a shallow baking dish until the sugar is dissolved and everything is evenly combined. Set aside.
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,15,‍Tiramisu Cream:
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,16,Set up another double boiler by adding a few inches of water to a medium saucepan that is wide enough to hold a medium bowl without the base of the bowl going low enough to touch the water. Bring the water to a simmer.
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,17,"Add the egg yolks and sugar to the medium bowl and place over the double boiler. Whisk constantly until the sugar is almost completely dissolved. Switch to an electric hand blender and whip the mixture until it is 2.5 times its original volume, it has lightened in color, and it holds a very soft peak that falls back in ribbons when lifted. Remove the bowl from the heat and let cool slightly."
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,18,Add the mascarpone to a separate medium bowl and whip with the hand blender until very smooth. Fold the mascarpone into the egg mixture until evenly combined.
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,19,"To the same bowl you whipped the mascarpone in, add the heavy cream and use the hand blender to whip until soft peaks form. Add the mascarpone and egg mixture to the whipped cream and fold until the whipped cream is just incorporated and you no longer see white streaks in the mixture. Be very gentle as you fold. Set aside."
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,20,‍Tiramisu Assembly:
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,21,"Have a 9x9” (23x23cm) baking dish set up next to the espresso mixture and cooled lady fingers. Dip the ladyfingers, 1 or 2 at a time, into the espresso and let soak for just a few seconds per side. If the lady fingers sit in the espresso too long they will fall apart. Place one layer of ladyfingers in the baking dish, making sure there is no overlapping."
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,22,"Add half of the tiramisu cream over the top, spreading it from edge to edge in the pan."
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,23,"Add another layer of the soaked ladyfingers, followed by the remaining tiramisu cream."
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,24,"Cover the baking dish with plastic wrap, making sure it doesn’t touch the top of the cream. Place in the fridge to set overnight or up to 2 days in advance."
28e03a80-9ca1-8076-87da-cc87169a4cb5,Tiramisu,25,"Before serving, dust the top of the cream with cocoa powder. Cut the tiramisu into 9 even pieces and place on a plate. Garnish with finely grated dark chocolate and serve."
28e03a80-9ca1-80eb-a6e7-f221f9a50243,Smash Burger Tacos,1,"In a bowl, mix some ground meat with some salt, pepper, garlic powder, cayenne, msg, and Italian seasoning along with a tsp of oil. Once well combined, roll into three balls."
28e03a80-9ca1-80eb-a6e7-f221f9a50243,Smash Burger Tacos,2,"On a skillet, with a spray of oil, toast the tortillas. Once toasted on both sides, place ball of meat onto the pan, add a tortilla on top and smash down till fully flattened with a panini press."
28e03a80-9ca1-80eb-a6e7-f221f9a50243,Smash Burger Tacos,3,"Let cook and caramelize, then flip over, add cheese and fold the tortilla in half, putting the weight back on the taco."
28e03a80-9ca1-80eb-a6e7-f221f9a50243,Smash Burger Tacos,4,Add any toppings + burger sauce and serve!
29203a80-9ca1-806c-8580-f50ffbf2ad75,Chicken Biriyani,1,"In the dutch oven, add in all the ingredients for the chicken marinade. Mix to combine and really massage everything together for at least 2 - 3 minutes to release all the flavors."
29203a80-9ca1-806c-8580-f50ffbf2ad75,Chicken Biriyani,2,"Then, add in the chicken, massage everything together again for another minute or two."
29203a80-9ca1-806c-8580-f50ffbf2ad75,Chicken Biriyani,3,Add in ghee and optionally cream before mixing again.
29203a80-9ca1-806c-8580-f50ffbf2ad75,Chicken Biriyani,4,"Let marinate at least 3 to 4 hours, ideally, overnight!"
29203a80-9ca1-806c-8580-f50ffbf2ad75,Chicken Biriyani,5,Soak basmati rice in water for an hour.
29203a80-9ca1-806c-8580-f50ffbf2ad75,Chicken Biriyani,6,"In boiling water, add in all the spices. Bring to an aggressive boil and taste, should be very salty (10% salinity?)."
29203a80-9ca1-806c-8580-f50ffbf2ad75,Chicken Biriyani,7,"While waiting for the water to boil, in a small pan, pour 30 ml of oil in a pan along with half an onion sliced roughly. Soften till soft and sweet and set aside."
29203a80-9ca1-806c-8580-f50ffbf2ad75,Chicken Biriyani,8,"At this point, also preheat the oven to 400*F."
29203a80-9ca1-806c-8580-f50ffbf2ad75,Chicken Biriyani,9,"Then, to the boiling water, add in the rice along with cilantro and mint, some lime juice, rose water and green chilllies that have been sliced down the middle."
29203a80-9ca1-806c-8580-f50ffbf2ad75,Chicken Biriyani,10,"Once the rice is 70% cooked, drain out the water (setting aside a specified amount)."
29203a80-9ca1-806c-8580-f50ffbf2ad75,Chicken Biriyani,11,Take half of the water that was set aside and pour it into the chicken that’s been marinating and mix the chicken again to add moisture back into the marinade.
29203a80-9ca1-806c-8580-f50ffbf2ad75,Chicken Biriyani,12,"Next, layer the drained rice on top of the chicken till fully covered."
29203a80-9ca1-806c-8580-f50ffbf2ad75,Chicken Biriyani,13,"On top, drizzle ghee, all of the excess oil that was used to caramelize the onions, the rest of the water that was used to boil the rice, and the saffron steeped in milk."
29203a80-9ca1-806c-8580-f50ffbf2ad75,Chicken Biriyani,14,"Finally top with caramelized onions, fried onions, cashews, cilantro, and small pinch of garam masala."
29203a80-9ca1-806c-8580-f50ffbf2ad75,Chicken Biriyani,15,"Toss into the oven at 400 for 20 minutes, then reduce to 350 for another 40 minutes."
29303a80-9ca1-80a3-bf38-ce532d3566cb,Burnt Basque Cheesecake V1,1,Preheat the oven to 420F.
29303a80-9ca1-80a3-bf38-ce532d3566cb,Burnt Basque Cheesecake V1,2,Lightly grease a 9-inch springform pan and layer it with parchment paper.
29303a80-9ca1-80a3-bf38-ce532d3566cb,Burnt Basque Cheesecake V1,3,"In a small bowl, whisk the corn starch and flour. Set aside."
29303a80-9ca1-80a3-bf38-ce532d3566cb,Burnt Basque Cheesecake V1,4,"In a large mixing bowl, add room temperature cream cheese, mascarpone, and sour cream. Mix with spatula until the mixture is smooth and creamy."
29303a80-9ca1-80a3-bf38-ce532d3566cb,Burnt Basque Cheesecake V1,5,Add the heavy whipping cream and vanilla and mix again till combined well.
29303a80-9ca1-80a3-bf38-ce532d3566cb,Burnt Basque Cheesecake V1,6,Sift in the flour mixture and gently fold it into the batter until combined.
29303a80-9ca1-80a3-bf38-ce532d3566cb,Burnt Basque Cheesecake V1,7,"In another bowl, using a hand mixer, beat the sugar and eggs until fluffy, for about 2-4 min."
29303a80-9ca1-80a3-bf38-ce532d3566cb,Burnt Basque Cheesecake V1,8,Add the egg mixture into the cheesecake mixture and stir well.
29303a80-9ca1-80a3-bf38-ce532d3566cb,Burnt Basque Cheesecake V1,9,Pour the cheesecake batter into the prepared pan.
29303a80-9ca1-80a3-bf38-ce532d3566cb,Burnt Basque Cheesecake V1,10,Bake for 25 minutes and then decrease the oven to 400F. Continue to bake for 10 to 12 minutes.
29303a80-9ca1-80a3-bf38-ce532d3566cb,Burnt Basque Cheesecake V1,11,"Remove from the oven and cool. Chill in the refrigerator for at least 6-7 hours, or better overnight."
29303a80-9ca1-80a3-bf38-ce532d3566cb,Burnt Basque Cheesecake V1,12,"Serve plain, or with chocolate ganache!"
29303a80-9ca1-80c2-a6cd-c75ca9d0786a,Baked Cheesecake,1,"Add ingredients except for butter to a mixer and spin until broken down into a sandy texture. Drizzle in butter while spinning. When ready, it should be able to hold itself together when you squeeze it. If it’s still crumbly, spin in a bit more butter."
29303a80-9ca1-80c2-a6cd-c75ca9d0786a,Baked Cheesecake,2,Spread into a greased 9” springform pan by pressing 50-60% of the graham cracker mixture evenly against the sides using a glass. Then add remaining crumbs into the pan and press into an even layer on the bottom of the pan.
29303a80-9ca1-80c2-a6cd-c75ca9d0786a,Baked Cheesecake,3,Par bake at 350F/175C for 10 minutes
29303a80-9ca1-80c2-a6cd-c75ca9d0786a,Baked Cheesecake,4,"Mix cream cheese, goat cheese, sugar, salt, and corn starch using paddle attachment on  medium speed, scraping sides of bowl after about 30 seconds. Mix for another minute or so until well combined. Add in sour cream, lemon zest, and vanilla and continue to mix for another minute until combined. Scrape paddle and bowl well. With mixer on medium, add eggs, 1 at a time, mixing until just combined, scraping sides halfway through. Careful not to over mix/whip after the eggs are added."
29303a80-9ca1-80c2-a6cd-c75ca9d0786a,Baked Cheesecake,5,Pour mixture into fully cooled crust shell.
29303a80-9ca1-80c2-a6cd-c75ca9d0786a,Baked Cheesecake,6,"Bake at 325F/160C for 60 minutes. At this point, the cheesecake should have risen and still be jiggly in the center. Turn off oven and allow to cool in the oven, door closed for 45 minutes. Remove from the oven and allow to come to room temperature. Tent with foil and refrigerate for at least 10 hours."
29703a80-9ca1-80bb-a93e-d7bae46d7d44,Rosemary Roast Potatoes,1,Preheat your oven to 375 F.
29703a80-9ca1-80bb-a93e-d7bae46d7d44,Rosemary Roast Potatoes,2,Peel potatoes and cut them into big chunks and toss them into a large pot of cold water with baking soda and salt.
29703a80-9ca1-80bb-a93e-d7bae46d7d44,Rosemary Roast Potatoes,3,"Bring the water to a boil and let cook till potatoes are fork tender, about 10 minutes. Drain the potatoes, and toss to roughen outside of the potato."
29703a80-9ca1-80bb-a93e-d7bae46d7d44,Rosemary Roast Potatoes,4,"While the potatoes are boiling, put your sheet tray in the oven and preheat for 10 minutes."
29703a80-9ca1-80bb-a93e-d7bae46d7d44,Rosemary Roast Potatoes,5,"In a small pan, heat oil with garlic cloves, chili flakes and rosemary till toasted and infused. Then drain out the infused oil into the potatoes. Add in some garlic powder and toss again till evenly combined."
29703a80-9ca1-80bb-a93e-d7bae46d7d44,Rosemary Roast Potatoes,6,"Toss potatoes onto the preheated sheet tray and roast in the oven for 30 - 40 minutes, flipping and stirring every 15 minutes till golden and crispy."
29703a80-9ca1-80bb-a93e-d7bae46d7d44,Rosemary Roast Potatoes,7,"Add back the toasted garlic, chili flakes and rosemary after taking out of the oven and toss again to combine."
29903a80-9ca1-8035-921b-fbb15cee0d96,Picked Red Onions,1,"Combine water, vinegar, sugar, & salt in pot, bring to boil till sugar dissolves."
29903a80-9ca1-8035-921b-fbb15cee0d96,Picked Red Onions,2,Add sliced red onions into a heat proof container.
29903a80-9ca1-8035-921b-fbb15cee0d96,Picked Red Onions,3,"Remove water mixture from heat, pour over onions and let onions cool in liquid."
29903a80-9ca1-8035-921b-fbb15cee0d96,Picked Red Onions,4,"Refrigerate overnight, can stay for up to a month."
2a503a80-9ca1-80af-9015-d99d2690b277,Churros,1,"In a bowl, add chopped dark chocolate and milk chocolate. Heat cream and pour over the chocolate. Let sit till melted, then stir till you have a smooth ganache."
2a503a80-9ca1-80af-9015-d99d2690b277,Churros,2,"In a pot,  add the water, butter, sugar and salt. Place this onto medium heat and heat until all the butter has melted and the mixture comes to a boil. Then add in vanilla extract."
2a503a80-9ca1-80af-9015-d99d2690b277,Churros,3,"Add in flour, combine off heat before putting back on heat and combining for another 2 minutes."
2a503a80-9ca1-80af-9015-d99d2690b277,Churros,4,Place this mixture into a large bowl and let cool for 10 minutes.
2a503a80-9ca1-80af-9015-d99d2690b277,Churros,5,"Add in egg and mix into a smooth dough, before adding into a large piping bag with a star shaped tip."
2a503a80-9ca1-80af-9015-d99d2690b277,Churros,6,"Heat oil, pipe dough into oil using scissors to cut it, and let sit till golden (flip if necessary) before moving them off to a wire rack or paper towel."
2a503a80-9ca1-80af-9015-d99d2690b277,Churros,7,"Mix together cinnamon and sugar, and while churros are still warm, coat them in sugar and set aside."
2a503a80-9ca1-80af-9015-d99d2690b277,Churros,8,Serve churros with ganache!
2a803a80-9ca1-8066-9d4c-c3f0a4ce706f,Boursin Brown Butter Mashed Potatoes,1,"For Garlic Confit: Preheat oven to 250*F. Combine all ingredients in a small oven safe ramekin, ensuring everything including the herbs are tucked into the oil. Then bake uncovered for 2 hours. Let cool completely before storing in an air tight container in the fridge for up to a week."
2a803a80-9ca1-8066-9d4c-c3f0a4ce706f,Boursin Brown Butter Mashed Potatoes,2,Add potatoes and 1 tbsp salt to a pot. Cover with cold water till covering potatoes by 1”. Boil for 15-20 minutes till potatoes are fork tender (can stick a fork through it easily)
2a803a80-9ca1-8066-9d4c-c3f0a4ce706f,Boursin Brown Butter Mashed Potatoes,3,"While that’s boiling, melt your butter and add some sage to fry while the butter browns. Set sage aside for topping when done."
2a803a80-9ca1-8066-9d4c-c3f0a4ce706f,Boursin Brown Butter Mashed Potatoes,4,"When the potatoes are done, drain very well and then add back into the pot over low heat to evaporating any remaining water. Start mashing the steaming potatoes till all the chunks are broken down. Add in Boursin cheese, garlic confit, the brown butter, and slowly pour in milk a little at a time, gently mashing as you go to get to desired consistency."
2a803a80-9ca1-8066-9d4c-c3f0a4ce706f,Boursin Brown Butter Mashed Potatoes,5,"Add in about 2 oz of parmesan, another tbsp of garlic confit, and large dallop of sour cream, fold till incorporated. Top with extra brown butter and sage."
2a803a80-9ca1-8074-b1e9-ece32c977a5f,Honey + Sage Butter Milk Buns,1,"To make tangzhong: Mix flour and water together in a small pot till completely dissolved and no lumps remain. Then, place pot over medium heat and begin stirring till the mixture heats up and begins to thicken. When the mixture reaches 149* F, take the mixture off the stove and let it cool. Place mixture into a bowl, place plastic wrap on top, having it touching the top of the mixture to keep it from drying out. Let cool for a bit, maybe an hour."
2a803a80-9ca1-8074-b1e9-ece32c977a5f,Honey + Sage Butter Milk Buns,2,"Combine the flour, salt, sugar and instant yeast in a large bowl. Make a well in the center."
2a803a80-9ca1-8074-b1e9-ece32c977a5f,Honey + Sage Butter Milk Buns,3,"In a separate bowl, whisk together all wet ingredients: egg, milk and tangzhong. Add into the well of the dry ingredients."
2a803a80-9ca1-8074-b1e9-ece32c977a5f,Honey + Sage Butter Milk Buns,4,Use the dough hook attachment and mix on low speed until your dough comes together. Add in the butter and continue mixing on medium to high speed. Mix/knead for about 18-20 minutes until the dough is no longer sticky and is elastic.
2a803a80-9ca1-8074-b1e9-ece32c977a5f,Honey + Sage Butter Milk Buns,5,"To test the elasticity, use the windowpane test. Take a piece of dough and stretch it out. You should be able to stretch it until the dough becomes a very thin membrane that is almost sheer and lets in light. In addition, when you poke a hole in the thin membrane, it should form a close to perfect circle. If the dough breaks before you can stretch the dough this far, it is not ready."
2a803a80-9ca1-8074-b1e9-ece32c977a5f,Honey + Sage Butter Milk Buns,6,"Gather the dough into a ball shape. Take a large bowl and grease with oil. Place dough into a greased bowl and cover with plastic wrap. Let it proof until it’s doubled in size, about 40 minutes."
2a803a80-9ca1-8074-b1e9-ece32c977a5f,Honey + Sage Butter Milk Buns,7,Deflate and divide the dough into nine equal portions. Knead into ball shapes. Cover with plastic wrap and it let rest for 15 minutes.
2a803a80-9ca1-8074-b1e9-ece32c977a5f,Honey + Sage Butter Milk Buns,8,"Take one portion and roll with a rolling pin into an oval shape. Take one end of the dough and fold to meet the middle of the oval. Take the other end and fold to meet on top. Turn the dough over, so that the folds face down and roll and flatten dough with rolling pin. Flip dough again, so folded side faces up. Roll the dough up from top to bottom. Take both ends and fold down until they meet at the bottom. Stretch and move the top portion of the dough around until you end up with a ball shape at the top and the ends are tucked into the bottom. Repeat this step of rolling for the rest of your dough. (Reference video at the b"
2a803a80-9ca1-8074-b1e9-ece32c977a5f,Honey + Sage Butter Milk Buns,9,"With seals of the dough balls facing down, place the nine balls into an 8 x 8 baking pan that is lined with parchment paper. Then cover with plastic wrap. Leave it for the second round of proofing, about 45 to 60 minutes, until double in size."
2a803a80-9ca1-8074-b1e9-ece32c977a5f,Honey + Sage Butter Milk Buns,10,"Brush egg wash on surface of buns (this will create the shiny finish). Bake in a pre-heated 330°F oven for 30-35 minutes, or until golden brown."
2a803a80-9ca1-8074-b1e9-ece32c977a5f,Honey + Sage Butter Milk Buns,11,"Melt  butter with sage leaves till crips, remove the sage leaves and let cool. Once cooled, crush and add back into the butter with honey. Remove from heat and brush over buns when they’re fresh out of the oven. Top with some flaky salt and transfer onto a wire rack and let cool completely."
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,1,Making the lamb:
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,2,Place a pot onto medium heat and add some oil into this.
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,3,Add the chopped onions and cook these until they turn brown.
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,4,"Add the garlic paste, ginger paste, cumin seeds and onion seeds, give this a mix. Then add your lamb and lemon juice, mix all this together."
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,5,"The lamb is going to release water, you just want to cook it on medium heat until the meat has changed color and most of the water has gone."
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,6,"Now add the yoghurt, chopped green chillies, chopped tomatoes and all the seasonings EXCEPT the garam masala (we're going to add this at the end). Mix all this together."
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,7,"Add some water into the pot, you want just enough water so that the lamb is covered."
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,8,"Lower your heat to low, then add a lid and cook until all the water has gone. We are cooking this on low heat so it will take a while, but you will be left with soft lamb so the wait is worth it."
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,9,"Once the water has gone, mix in the garam masala, and then your lamb is done."
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,10,The rice:
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,11,"Just before the lamb is almost ready, cook your rice. Cook this however you like to cook rice."
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,12,Layering:
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,13,"I started by cooking my chopped onion in a pan, with some oil, just until they were soft and brown."
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,14,"Then for the saffron milk, I just crushed the saffron and mixed this with the warm milk. Let this infuse for a few minutes."
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,15,"In a large pot, add a little bit of oil, then add half of the lamb. Add half of the cooked rice on top of this."
2a803a80-9ca1-808a-9202-d41307cf81ec,Lamb Biriyani,16,"Drizzle half of the saffron milk over this rice, sprinkle some biryani masala over it, then add half of the cooked onions, some chopped jalapeños and then some coriander."
